fecha_obs,secuencia,x_ll,y_ll,error
2010-03-18 13:07:30,280,30.36,36.38,3.38
2010-03-18 13:07:30,279,30.48,36.42,3.38
2010-03-18 13:07:30,278,29.34,36.71,2.25
2010-03-18 13:07:30,277,29.38,36.67,11.4
2010-03-18 13:07:30,276,29.66,36.56,25.63
2010-03-18 13:07:30,275,29.92,36.56,38.45
2010-03-18 13:07:30,274,29.7,36.59,25.63
2010-03-18 13:07:30,273,29.34,36.69,3.38
2010-03-18 13:07:30,272,29.31,36.72,11.4
2010-03-18 13:07:30,271,29.44,36.7,11.4
2010-03-18 13:07:30,270,29.63,36.56,25.63
2010-03-18 13:07:30,269,29.4,36.69,11.4
2010-03-18 13:07:30,268,29.27,36.74,11.4
2010-03-18 13:07:30,267,29.81,36.58,38.45
2010-03-18 13:07:30,266,29.8,36.63,38.45
2010-03-18 13:07:30,265,29.3,36.66,11.4
2010-03-18 13:07:30,264,29.79,36.6,25.63
2010-03-18 13:07:30,263,29.32,36.69,2.25
2010-03-18 13:07:30,262,29.42,36.69,11.4
2010-03-18 13:07:30,261,29.61,36.52,25.63
2010-03-18 13:07:30,260,29.31,36.72,11.4
2010-03-18 13:07:30,259,28.11,36.31,25.63
2010-03-18 13:07:30,258,28.18,36.29,25.63
2010-03-18 13:07:30,257,27.88,36.26,25.63
2010-03-18 13:07:30,256,28.18,36.29,25.63
2010-03-18 13:07:30,255,28.23,36.28,25.63
2010-03-18 13:07:30,254,27.97,36.28,25.63
2010-03-18 13:07:30,253,28.14,36.3,25.63
2010-03-18 13:07:30,252,28.01,36.26,25.63
2010-03-18 13:07:30,251,28.18,36.29,25.63
2010-03-18 13:07:30,250,27.92,36.42,11.4
2010-03-18 13:07:30,249,28.16,36.29,25.63
2010-03-18 13:07:30,248,27.86,36.3,25.63
2010-03-18 13:07:30,247,27.82,36.46,11.4
2010-03-18 13:07:30,246,28.01,36.26,25.63
2010-03-18 13:07:30,245,28.13,36.3,38.45
2010-03-18 13:07:30,244,28.2,36.27,25.63
2010-03-18 13:07:30,243,28.16,36.3,25.63
2010-03-18 13:07:30,242,27.81,36.58,7.6
2010-03-18 13:07:30,241,28.19,36.3,25.63
2010-03-18 13:07:30,240,27.75,36.51,3.38
2010-03-18 13:07:30,239,27.26,36.39,5.07
2010-03-18 13:07:30,238,27.22,36.41,3.38
2010-03-18 13:07:30,237,27.6,36.14,25.63
2010-03-18 13:07:30,236,27.74,36.14,25.63
2010-03-18 13:07:30,235,27.25,36.39,5.07
2010-03-18 13:07:30,234,-5.06,36.27,5.07
2010-03-18 13:07:30,233,-5.04,36.24,11.4
2010-03-18 13:07:30,232,-5.05,36.33,38.45
2010-03-18 13:07:30,231,-4.98,36.43,25.63
2010-03-18 13:07:30,230,-4.61,36.61,5.07
2010-03-18 13:07:30,229,-5.04,36.28,5.07
2010-03-18 13:07:30,228,-4.89,36.41,11.4
2010-03-18 13:07:30,227,-4.72,36.52,7.6
2010-03-18 13:07:30,226,-5.01,36.28,7.6
2010-03-18 13:07:30,225,-4.9,36.34,5.07
2010-03-18 13:07:30,224,-5.9,36.21,38.45
2010-03-18 13:07:30,223,-5.64,36.11,7.6
2010-03-18 13:07:30,222,-5.99,36.42,11.4
2010-03-18 13:07:30,221,-5.46,36.17,7.6
2010-03-18 13:07:30,220,-5.88,36.13,7.6
2010-03-18 13:07:30,219,-5.41,36.18,7.6
2010-03-18 13:07:30,218,-5.88,36.18,5.07
2010-03-18 13:07:30,217,-6.36,36.19,7.6
2010-03-18 13:07:30,216,-6.03,36.38,7.6
2010-03-18 13:07:30,215,-6,36.38,5.07
2010-03-18 13:07:30,214,-6.08,36.38,7.6
2010-03-18 13:07:30,213,-6.02,36.42,7.6
2010-03-18 13:07:30,212,-6.09,36.32,11.4
2010-03-18 13:07:30,211,-6.04,36.35,7.6
2010-03-18 13:07:30,206,29.59,36.82,3.38
2010-03-18 13:07:30,205,29.46,36.8,11.4
2010-03-18 13:07:30,204,29.49,36.83,11.4
2010-03-18 13:07:30,203,29.53,36.8,11.4
2010-03-18 13:07:30,202,22.23,37.3,11.4
2010-03-18 13:07:30,201,-4.69,36.76,7.6
2010-03-18 13:07:30,195,22.32,37.8,3.38
2010-03-18 13:07:30,194,22.28,37.78,5.07
2010-03-18 13:07:30,193,22.26,37.78,2.25
2010-03-18 13:07:30,192,22.31,37.84,11.4
2010-03-18 13:07:30,191,22.11,37.82,5.07
2010-03-18 13:07:30,190,22.27,37.79,11.4
2010-03-18 13:07:30,189,15.97,38.24,11.4
2010-03-18 13:07:30,140,28.27,38.97,25.63
2010-03-18 13:07:30,139,28.04,38.4,5.07
2010-03-18 13:07:30,138,25.53,38.95,5.07
2010-03-18 13:07:30,137,25.51,38.94,2.25
2010-03-18 13:07:30,136,25.64,38.98,5.07
2010-03-18 13:07:30,135,25.34,38.51,17.09
2010-03-18 13:07:30,134,25.23,38.36,5.07
2010-03-18 13:07:30,133,25.24,38.36,2.25
2010-03-18 13:07:30,132,25.21,38.34,5.07
2010-03-18 13:07:30,131,25.36,38.25,38.45
2010-03-18 13:07:30,130,25.23,38.36,2.25
2010-03-18 13:07:30,129,25.18,38.34,2.25
2010-03-18 13:07:30,128,25.22,38.35,5.07
2010-03-18 13:07:30,127,25.32,38.49,5.07
2010-03-18 13:07:30,126,25.3,38.33,11.4
2010-03-18 13:07:30,125,25.2,38.33,2.25
2010-03-18 13:07:30,124,25.18,38.38,3.38
2010-03-18 13:07:30,123,25.32,38.49,5.07
2010-03-18 13:07:30,122,19.92,38.95,2.25
2010-03-18 13:07:30,121,19.8,38.93,11.4
2010-03-18 13:07:30,120,16.17,38.69,3.38
2010-03-18 13:07:30,119,16.18,38.58,11.4
2010-03-18 13:07:30,101,28,39.16,1.5
2010-03-18 13:07:30,100,28.32,39.74,11.4
2010-03-18 13:07:30,99,28.3,39.75,11.4
2010-03-18 13:07:30,98,28.03,39.18,2.25
2010-03-18 13:07:30,97,27.98,39.1,11.4
2010-03-18 13:07:30,96,28.07,39.2,5.07
2010-03-18 13:07:30,95,28.03,39.18,3.38
2010-03-18 13:07:30,94,27.93,39.12,5.07
2010-03-18 13:07:30,93,28.07,39.21,5.07
2010-03-18 13:07:30,92,28.3,39.72,25.63
2010-03-18 13:07:30,91,28.05,39.2,3.38
2010-03-18 13:07:30,90,28.03,39.17,5.07
2010-03-18 13:07:30,89,28.07,39.2,5.07
2010-03-18 13:07:30,88,25.72,39.51,3.38
2010-03-18 13:07:30,87,25.72,39.51,2.25
2010-03-18 13:07:30,86,25.68,39.45,2.25
2010-03-18 13:07:30,85,25.7,39.46,2.25
2010-03-18 13:07:30,84,25.75,39.4,2.25
2010-03-18 13:07:30,83,25.66,39.29,5.07
2010-03-18 13:07:30,82,25.67,39.15,2.25
2010-03-18 13:07:30,81,25.69,39.46,5.07
2010-03-18 13:07:30,80,25.76,39.54,3.38
2010-03-18 13:07:30,79,25.69,39.21,2.25
2010-03-18 13:07:30,78,25.77,39.43,11.4
2010-03-18 13:07:30,77,25.67,39.16,3.38
2010-03-18 13:07:30,76,25.74,39.52,5.07
2010-03-18 13:07:30,75,25.69,39.17,5.07
2010-03-18 13:07:30,74,25.66,39.46,2.25
2010-03-18 13:07:30,73,25.68,39.46,2.25
2010-03-18 13:07:30,72,25.68,39.46,3.38
2010-03-18 13:07:30,71,25.72,39.53,5.07
2010-03-18 13:07:30,70,25.8,39.27,5.07
2010-03-18 13:07:30,69,25.88,39.66,5.07
2010-03-18 13:07:30,68,25.68,39.46,5.07
2010-03-18 13:07:30,67,25.7,39.07,3.38
2010-03-18 13:07:30,66,25.68,39.48,2.25
2010-03-18 13:07:30,65,25.76,39.3,3.38
2010-03-18 13:07:30,64,25.71,39.5,2.25
2010-03-18 13:07:30,63,25.69,39.06,5.07
2010-03-18 13:07:30,62,26.06,39.36,25.63
2010-03-18 13:07:30,61,25.67,39.46,2.25
2010-03-18 13:07:30,58,28.13,39.83,5.07
2010-03-18 13:07:30,57,28.25,40.22,5.07
2010-03-18 13:07:30,56,28.14,39.81,5.07
2010-03-18 13:07:30,55,28.26,40.22,3.38
2010-03-18 13:07:30,54,28.15,39.83,5.07
2010-03-18 13:07:30,53,28.18,39.83,5.07
2010-03-18 13:07:30,52,28.12,39.81,2.25
2010-03-18 13:07:30,51,28.19,39.83,7.6
2010-03-18 13:07:30,50,28.24,40.24,7.6
2010-03-18 13:07:30,49,28.27,40.22,5.07
2010-03-18 13:07:30,48,28.19,39.84,5.07
2010-03-18 13:07:30,47,28.22,40.21,5.07
2010-03-18 13:07:30,46,28.2,39.83,5.07
2010-03-18 13:07:30,45,28.19,39.83,5.07
2010-03-18 13:07:30,44,28.05,39.83,5.07
2010-03-18 13:07:30,43,27.08,40.18,2.25
2010-03-18 13:07:30,42,27.32,40.09,38.45
2010-03-18 13:07:30,41,26.38,40.37,3.38
2010-03-18 13:07:30,40,26.33,40.33,5.07
2010-03-18 13:07:30,39,26.25,40.28,5.07
2010-03-18 13:07:30,38,26.35,40.34,5.07
2010-03-18 13:07:30,37,25.99,39.89,3.38
2010-03-18 13:07:30,36,25.99,39.95,2.25
2010-03-18 13:07:30,35,26,39.9,3.38
2010-03-18 13:07:30,34,19.85,40.04,3.38
2010-03-18 13:07:30,33,28.85,41.06,3.38
2010-03-18 13:07:30,32,28.76,41.02,3.38
2010-03-18 13:07:30,31,28.85,41.06,5.07
2010-03-18 13:07:30,30,28.88,41.07,7.6
2010-03-18 13:07:30,29,28.85,41.05,5.07
2010-03-18 13:07:30,28,28.83,41.04,5.07
2010-03-18 13:07:30,27,28.85,41.05,5.07
2010-03-18 13:07:30,26,28.87,41.06,5.07
2010-03-18 13:07:30,25,28.05,40.83,7.6
2010-03-18 13:07:30,24,27.9,40.68,5.07
2010-03-18 13:07:30,23,27.89,40.77,3.38
2010-03-18 13:07:30,22,28.05,40.83,11.4
2010-03-18 13:07:30,21,28.26,40.72,5.07
2010-03-18 13:07:30,20,28.19,40.73,5.07
2010-03-18 13:07:30,19,27.97,40.78,5.07
2010-03-18 13:07:30,18,27.96,40.67,5.07
2010-03-18 13:07:30,17,27.9,40.55,5.07
2010-03-18 13:07:30,16,28.03,40.82,5.07
2010-03-18 13:07:30,15,28.22,40.81,5.07
2010-03-18 13:07:30,14,27.31,40.66,5.07
2010-03-18 13:07:30,13,27.06,40.51,25.63
2010-03-18 13:07:30,12,27.56,40.53,2.25
2010-03-18 13:07:30,11,27.73,40.65,7.6
2010-03-18 13:07:30,10,26.86,40.52,5.07
2010-03-18 13:07:30,9,26.84,40.5,2.25
2010-03-18 13:07:30,8,26.83,40.6,11.4
2010-03-18 13:07:30,7,26.88,40.51,5.07
2010-03-18 13:07:30,6,26.88,40.7,5.07
2010-03-18 13:07:30,5,19.54,41.1,11.4
2010-03-18 13:07:30,4,19.54,41.09,17.09
2010-03-18 13:07:30,3,-1.72,44.87,3.38
2010-03-18 13:07:30,2,-1.82,44.96,2.25
2010-03-18 13:07:30,1,-3.45,45.32,2.25
2010-03-18 09:47:30,135,34.86,32.04,38.45
2010-03-18 09:47:30,132,35.92,35.16,17.09
2010-03-18 09:47:30,131,23.86,35.92,11.4
2010-03-18 09:47:30,130,23.05,35.96,17.09
2010-03-18 09:47:30,129,22.93,35.98,5.07
2010-03-18 09:47:30,128,31.81,36.17,17.09
2010-03-18 09:47:30,127,29.63,36.66,25.63
2010-03-18 09:47:30,126,29.26,36.71,25.63
2010-03-18 09:47:30,125,25.64,36.62,2.25
2010-03-18 09:47:30,124,25.6,36.58,5.07
2010-03-18 09:47:30,123,25.55,36.46,7.6
2010-03-18 09:47:30,122,25.59,36.57,5.07
2010-03-18 09:47:30,121,25.57,36.43,5.07
2010-03-18 09:47:30,120,25.58,36.55,2.25
2010-03-18 09:47:30,119,25.75,36.73,5.07
2010-03-18 09:47:30,118,25.64,36.62,5.07
2010-03-18 09:47:30,117,23.28,36.05,11.4
2010-03-18 09:47:30,116,23.28,36.05,11.4
2010-03-18 09:47:30,115,23,36.22,11.4
2010-03-18 09:47:30,114,23.24,36.07,11.4
2010-03-18 09:47:30,113,22.96,36.09,11.4
2010-03-18 09:47:30,112,22.8,36.23,5.07
2010-03-18 09:47:30,111,22.9,36.03,11.4
2010-03-18 09:47:30,110,22.85,36.21,11.4
2010-03-18 09:47:30,109,-7.18,36.1,7.6
2010-03-18 09:47:30,108,-7.07,36.22,7.6
2010-03-18 09:47:30,107,-7.1,36.12,11.4
2010-03-18 09:47:30,106,-7.08,36.08,17.09
2010-03-18 09:47:30,105,-7.05,36.15,7.6
2010-03-18 09:47:30,104,-7.14,36.02,7.6
2010-03-18 09:47:30,103,-7.06,36.21,25.63
2010-03-18 09:47:30,96,29.36,36.78,25.63
2010-03-18 09:47:30,95,29.3,36.96,25.63
2010-03-18 09:47:30,94,29.44,36.82,11.4
2010-03-18 09:47:30,93,29.32,36.85,25.63
2010-03-18 09:47:30,92,29.55,36.84,11.4
2010-03-18 09:47:30,91,29.64,36.88,11.4
2010-03-18 09:47:30,90,29.14,36.93,25.63
2010-03-18 09:47:30,89,28.41,37.02,25.63
2010-03-18 09:47:30,88,22.32,37.13,5.07
2010-03-18 09:47:30,87,22.32,37.1,5.07
2010-03-18 09:47:30,86,22.28,37.08,5.07
2010-03-18 09:47:30,85,22.13,37.14,2.25
2010-03-18 09:47:30,84,-8.65,37.24,7.6
2010-03-18 09:47:30,83,-8.61,37.4,7.6
2010-03-18 09:47:30,82,-8.48,37.47,7.6
2010-03-18 09:47:30,81,-8.48,37.35,17.09
2010-03-18 09:47:30,80,-8.54,37.44,7.6
2010-03-18 09:47:30,79,-9.27,37.49,25.63
2010-03-18 09:47:30,74,27.67,37.82,5.07
2010-03-18 09:47:30,73,27.63,37.79,2.25
2010-03-18 09:47:30,72,27.71,37.76,11.4
2010-03-18 09:47:30,71,27.7,37.75,11.4
2010-03-18 09:47:30,70,22.03,38.23,11.4
2010-03-18 09:47:30,69,21.9,38.25,11.4
2010-03-18 09:47:30,68,21.88,38.24,3.38
2010-03-18 09:47:30,67,21.92,38.19,2.25
2010-03-18 09:47:30,66,21.97,38.1,5.07
2010-03-18 09:47:30,65,22.09,38.22,17.09
2010-03-18 09:47:30,64,21.87,38.24,3.38
2010-03-18 09:47:30,63,21.92,38.18,3.38
2010-03-18 09:47:30,62,22.02,38.24,5.07
2010-03-18 09:47:30,61,22.02,38.25,2.25
2010-03-18 09:47:30,60,22.14,37.69,3.38
2010-03-18 09:47:30,59,22.04,38.15,5.07
2010-03-18 09:47:30,58,21.87,38.24,3.38
2010-03-18 09:47:30,57,21.89,38.23,11.4
2010-03-18 09:47:30,56,22.01,38.24,17.09
2010-03-18 09:47:30,55,21.87,38.24,3.38
2010-03-18 09:47:30,54,21.67,38.12,3.38
2010-03-18 09:47:30,53,21.66,38.12,7.6
2010-03-18 09:47:30,52,21.69,38.12,3.38
2010-03-18 09:47:30,51,21.67,38.12,2.25
2010-03-18 09:47:30,50,21.69,38.12,3.38
2010-03-18 09:47:30,49,21.66,38.12,11.4
2010-03-18 09:47:30,48,21.66,38.1,3.38
2010-03-18 09:47:30,47,21.64,38.12,3.38
2010-03-18 09:47:30,46,21.67,38.12,11.4
2010-03-18 09:47:30,45,21.71,38.13,3.38
2010-03-18 09:47:30,44,21.74,38.13,3.38
2010-03-18 09:47:30,43,21.65,38.1,5.07
2010-03-18 09:47:30,42,21.69,38.13,5.07
2010-03-18 09:47:30,41,21.56,38.18,5.07
2010-03-18 09:47:30,40,21.67,38.13,5.07
2010-03-18 09:47:30,39,21.68,38.11,5.07
2010-03-18 09:47:30,38,21.74,38.11,25.63
2010-03-18 09:47:30,37,21.57,38.1,5.07
2010-03-18 09:47:30,36,21.66,38.12,2.25
2010-03-18 09:47:30,35,21.72,38.13,11.4
2010-03-18 09:47:30,34,21.72,38.12,11.4
2010-03-18 09:47:30,33,21.67,38.13,5.07
2010-03-18 09:47:30,32,21.66,38.13,2.25
2010-03-18 09:47:30,31,21.57,38.16,11.4
2010-03-18 09:47:30,30,21.74,38.13,11.4
2010-03-18 09:47:30,29,21.68,38.12,5.07
2010-03-18 09:47:30,28,-8.54,37.5,7.6
2010-03-18 09:47:30,27,-9.14,37.76,7.6
2010-03-18 09:47:30,26,-9.52,38.04,7.6
2010-03-18 09:47:30,25,-9.31,37.52,7.6
2010-03-18 09:47:30,24,-10.3,37.8,11.4
2010-03-18 09:47:30,23,-10.33,37.77,11.4
2010-03-18 09:47:30,18,27.83,38.38,5.07
2010-03-18 09:47:30,17,27.54,38.42,5.07
2010-03-18 09:47:30,16,22.34,38.29,2.25
2010-03-18 09:47:30,15,21.95,38.26,3.38
2010-03-18 09:47:30,14,22.03,38.25,5.07
2010-03-18 09:47:30,13,21.96,38.26,5.07
2010-03-18 09:47:30,12,22.03,38.25,7.6
2010-03-18 09:47:30,11,22.4,38.33,25.63
2010-03-18 09:47:30,5,27.32,40.64,3.38
2010-03-18 09:47:30,4,19.68,40.96,11.4
2010-03-18 09:47:30,3,19.62,40.97,2.25
2010-03-18 09:47:30,2,-2.94,48.36,2.25
2010-03-18 09:47:30,1,-1.73,49.43,2.25
2010-03-18 09:17:30,170,35.75,34.36,25.63
2010-03-18 09:17:30,169,35.73,34.39,38.45
2010-03-18 09:17:30,168,35.81,34.34,38.45
2010-03-18 09:17:30,167,35.81,34.33,38.45
2010-03-18 09:17:30,166,35.71,34.41,38.45
2010-03-18 09:17:30,165,36.13,35.11,17.09
2010-03-18 09:17:30,164,36.19,34.52,25.63
2010-03-18 09:17:30,163,36.05,34.56,25.63
2010-03-18 09:17:30,162,35.42,34.56,25.63
2010-03-18 09:17:30,161,35.58,34.52,17.09
2010-03-18 09:17:30,160,35.5,34.56,25.63
2010-03-18 09:17:30,159,35.6,34.52,25.63
2010-03-18 09:17:30,158,35.12,34.73,11.4
2010-03-18 09:17:30,157,34.03,35.68,57.67
2010-03-18 09:17:30,156,33.69,35.89,7.6
2010-03-18 09:17:30,155,-7.56,35.8,11.4
2010-03-18 09:17:30,154,-10.35,35.76,17.09
2010-03-18 09:17:30,148,29.59,36.67,38.45
2010-03-18 09:17:30,147,29.5,36.71,25.63
2010-03-18 09:17:30,146,29.14,36.74,25.63
2010-03-18 09:17:30,145,25.25,36.64,25.63
2010-03-18 09:17:30,144,25.11,36.24,17.09
2010-03-18 09:17:30,143,25.12,36.57,11.4
2010-03-18 09:17:30,142,25.16,36.69,5.07
2010-03-18 09:17:30,141,25.17,36.7,5.07
2010-03-18 09:17:30,140,25.16,36.69,2.25
2010-03-18 09:17:30,139,24.52,36.26,3.38
2010-03-18 09:17:30,138,22.65,36.06,11.4
2010-03-18 09:17:30,137,22.8,36.14,5.07
2010-03-18 09:17:30,136,22.56,36.2,5.07
2010-03-18 09:17:30,135,22.44,36.13,3.38
2010-03-18 09:17:30,134,22.34,36.13,11.4
2010-03-18 09:17:30,133,22.31,36.17,11.4
2010-03-18 09:17:30,132,-7.36,36.15,25.63
2010-03-18 09:17:30,131,-7.41,36.2,25.63
2010-03-18 09:17:30,130,-10.16,36.05,17.09
2010-03-18 09:17:30,121,29.27,36.82,2.25
2010-03-18 09:17:30,120,29.41,36.78,7.6
2010-03-18 09:17:30,119,28.6,36.86,25.63
2010-03-18 09:17:30,118,28.55,36.87,25.63
2010-03-18 09:17:30,117,28.6,36.81,25.63
2010-03-18 09:17:30,116,28.64,36.88,25.63
2010-03-18 09:17:30,115,28.61,36.78,25.63
2010-03-18 09:17:30,114,28.85,36.92,11.4
2010-03-18 09:17:30,113,27.98,36.87,25.63
2010-03-18 09:17:30,112,27.97,37.4,25.63
2010-03-18 09:17:30,111,27.71,37.23,5.07
2010-03-18 09:17:30,110,-8.78,37.43,7.6
2010-03-18 09:17:30,109,-8.68,37.22,7.6
2010-03-18 09:17:30,108,-8.96,37.13,11.4
2010-03-18 09:17:30,107,-8.82,36.95,7.6
2010-03-18 09:17:30,106,-8.76,37.33,5.07
2010-03-18 09:17:30,105,-8.76,37.34,7.6
2010-03-18 09:17:30,104,-8.76,37.33,7.6
2010-03-18 09:17:30,103,-8.86,37.08,7.6
2010-03-18 09:17:30,102,-9.4,37.38,25.63
2010-03-18 09:17:30,101,-9.35,37.46,7.6
2010-03-18 09:17:30,100,-9.33,37.46,11.4
2010-03-18 09:17:30,99,-9.32,37.47,11.4
2010-03-18 09:17:30,98,-9.43,37.4,11.4
2010-03-18 09:17:30,97,-9.42,37.49,7.6
2010-03-18 09:17:30,96,-9.5,37.28,25.63
2010-03-18 09:17:30,95,-9.4,37.37,17.09
2010-03-18 09:17:30,94,-9.13,37.49,7.6
2010-03-18 09:17:30,93,-9.35,37.45,11.4
2010-03-18 09:17:30,92,-9.42,37.44,11.4
2010-03-18 09:17:30,91,-9.4,37.42,7.6
2010-03-18 09:17:30,90,-9.35,37.49,7.6
2010-03-18 09:17:30,89,-9.45,37.32,17.09
2010-03-18 09:17:30,88,-9.35,37.44,11.4
2010-03-18 09:17:30,76,27.77,37.54,11.4
2010-03-18 09:17:30,75,27.7,37.56,17.09
2010-03-18 09:17:30,74,22.22,37.63,5.07
2010-03-18 09:17:30,73,22.24,37.64,2.25
2010-03-18 09:17:30,72,22.24,37.63,3.38
2010-03-18 09:17:30,71,22.07,37.68,2.25
2010-03-18 09:17:30,70,21.32,38.14,5.07
2010-03-18 09:17:30,69,21.35,38.13,38.45
2010-03-18 09:17:30,68,21.36,38.15,5.07
2010-03-18 09:17:30,67,21.38,38.16,5.07
2010-03-18 09:17:30,66,21.35,38.14,5.07
2010-03-18 09:17:30,65,21.36,38.15,2.25
2010-03-18 09:17:30,64,-8.81,37.64,7.6
2010-03-18 09:17:30,63,-9.53,37.62,7.6
2010-03-18 09:17:30,62,-9.46,37.51,17.09
2010-03-18 09:17:30,61,-10.2,37.82,25.63
2010-03-18 09:17:30,60,-10.08,37.92,11.4
2010-03-18 09:17:30,59,-10.46,37.97,25.63
2010-03-18 09:17:30,58,-10.14,37.9,11.4
2010-03-18 09:17:30,57,-10.12,37.86,7.6
2010-03-18 09:17:30,56,-10.19,37.98,5.07
2010-03-18 09:17:30,55,-10.1,37.85,25.63
2010-03-18 09:17:30,54,-10.03,38.11,7.6
2010-03-18 09:17:30,53,-10.28,37.64,7.6
2010-03-18 09:17:30,52,-10.12,37.91,5.07
2010-03-18 09:17:30,43,22.02,38.42,2.25
2010-03-18 09:17:30,42,22,38.41,3.38
2010-03-18 09:17:30,41,21.98,38.7,5.07
2010-03-18 09:17:30,40,21.93,38.52,7.6
2010-03-18 09:17:30,39,22.04,38.42,3.38
2010-03-18 09:17:30,38,22.5,38.92,5.07
2010-03-18 09:17:30,37,21.96,38.39,3.38
2010-03-18 09:17:30,36,22.14,38.5,11.4
2010-03-18 09:17:30,35,22.02,38.42,2.25
2010-03-18 09:17:30,34,22.25,38.59,11.4
2010-03-18 09:17:30,33,22.02,38.42,5.07
2010-03-18 09:17:30,32,22,38.42,5.07
2010-03-18 09:17:30,31,22.07,38.42,11.4
2010-03-18 09:17:30,30,22,38.42,5.07
2010-03-18 09:17:30,29,21.96,38.43,3.38
2010-03-18 09:17:30,28,21.92,38.38,11.4
2010-03-18 09:17:30,27,22.01,38.43,5.07
2010-03-18 09:17:30,26,21.99,38.61,11.4
2010-03-18 09:17:30,25,22.11,38.44,11.4
2010-03-18 09:17:30,24,21.79,38.33,25.63
2010-03-18 09:17:30,23,21.8,38.43,5.07
2010-03-18 09:17:30,22,22.05,38.44,3.38
2010-03-18 09:17:30,21,21.53,38.27,5.07
2010-03-18 09:17:30,20,21.65,38.33,5.07
2010-03-18 09:17:30,19,21.63,38.31,3.38
2010-03-18 09:17:30,18,21.65,38.32,2.25
2010-03-18 09:17:30,8,26.99,40.43,11.4
2010-03-18 09:17:30,7,26.91,40.46,5.07
2010-03-18 09:17:30,6,13.14,39.95,3.38
2010-03-18 09:17:30,5,13.13,39.96,3.38
2010-03-18 09:17:30,4,13.22,39.96,11.4
2010-03-18 09:17:30,3,13.29,39.9,11.4
2010-03-18 09:17:30,2,13.28,39.91,3.38
2010-03-18 09:17:30,1,28.03,40.87,11.4
2010-03-18 09:07:30,168,36.57,34.66,17.09
2010-03-18 09:07:30,167,36.32,34.7,25.63
2010-03-18 09:07:30,166,32.34,35.54,25.63
2010-03-18 09:07:30,165,32.07,35.38,38.45
2010-03-18 09:07:30,164,-7.5,35.92,11.4
2010-03-18 09:07:30,163,-7.71,35.71,7.6
2010-03-18 09:07:30,162,-7.73,35.66,17.09
2010-03-18 09:07:30,161,-7.8,35.69,25.63
2010-03-18 09:07:30,160,-7.7,35.85,17.09
2010-03-18 09:07:30,159,-7.57,35.91,7.6
2010-03-18 09:07:30,158,29.42,36.67,25.63
2010-03-18 09:07:30,157,25,36.7,5.07
2010-03-18 09:07:30,156,22.88,36.14,17.09
2010-03-18 09:07:30,155,22.85,36.19,17.09
2010-03-18 09:07:30,154,22.73,36.27,5.07
2010-03-18 09:07:30,153,22.21,36.12,11.4
2010-03-18 09:07:30,152,22.39,36.15,17.09
2010-03-18 09:07:30,151,22.36,36.16,17.09
2010-03-18 09:07:30,150,22.42,36.12,5.07
2010-03-18 09:07:30,149,22.39,36.15,3.38
2010-03-18 09:07:30,148,22.1,36.18,11.4
2010-03-18 09:07:30,147,22.34,36.16,2.25
2010-03-18 09:07:30,146,22.4,36.15,11.4
2010-03-18 09:07:30,145,22.29,36.22,11.4
2010-03-18 09:07:30,144,-7.56,36.21,11.4
2010-03-18 09:07:30,124,28.79,36.95,11.4
2010-03-18 09:07:30,123,28.95,36.79,25.63
2010-03-18 09:07:30,122,28.41,36.84,25.63
2010-03-18 09:07:30,121,28.38,36.84,38.45
2010-03-18 09:07:30,120,27.9,37.32,25.63
2010-03-18 09:07:30,119,28.5,36.84,25.63
2010-03-18 09:07:30,118,27.82,37.15,11.4
2010-03-18 09:07:30,117,28.03,36.97,25.63
2010-03-18 09:07:30,116,25.09,36.85,7.6
2010-03-18 09:07:30,115,-8.79,37.26,5.07
2010-03-18 09:07:30,114,-8.91,36.84,7.6
2010-03-18 09:07:30,113,-8.87,37.04,11.4
2010-03-18 09:07:30,112,-8.79,37.18,5.07
2010-03-18 09:07:30,111,-8.81,37.1,11.4
2010-03-18 09:07:30,110,-9.58,37.23,7.6
2010-03-18 09:07:30,109,-9.28,37.43,3.38
2010-03-18 09:07:30,108,-9.64,37.33,7.6
2010-03-18 09:07:30,107,-9.57,37.24,11.4
2010-03-18 09:07:30,106,-9.6,37.3,7.6
2010-03-18 09:07:30,87,21.24,38.13,3.38
2010-03-18 09:07:30,86,21.35,38.23,17.09
2010-03-18 09:07:30,85,-9.56,37.55,7.6
2010-03-18 09:07:30,84,-9.58,37.55,11.4
2010-03-18 09:07:30,83,-9.64,37.53,11.4
2010-03-18 09:07:30,82,-10.17,37.76,7.6
2010-03-18 09:07:30,81,-10.03,37.85,11.4
2010-03-18 09:07:30,80,-10.06,37.64,25.63
2010-03-18 09:07:30,79,-10.16,37.76,7.6
2010-03-18 09:07:30,78,-10.21,37.7,17.09
2010-03-18 09:07:30,77,-10.25,37.65,25.63
2010-03-18 09:07:30,76,-9.97,37.76,7.6
2010-03-18 09:07:30,75,-10.19,37.72,17.09
2010-03-18 09:07:30,74,-10.17,37.76,7.6
2010-03-18 09:07:30,73,-10.21,37.78,7.6
2010-03-18 09:07:30,72,-10.24,37.72,11.4
2010-03-18 09:07:30,71,-10.24,37.53,7.6
2010-03-18 09:07:30,70,-9.85,37.89,7.6
2010-03-18 09:07:30,69,-10.21,37.75,7.6
2010-03-18 09:07:30,68,-10.11,37.67,7.6
2010-03-18 09:07:30,67,-10.22,37.74,7.6
2010-03-18 09:07:30,66,-10.24,37.71,25.63
