fecha_obs,secuencia,x_ll,y_ll,error
2010-03-18 09:07:30,65,-9.95,37.89,7.6
2010-03-18 09:07:30,64,-10.18,37.72,11.4
2010-03-18 09:07:30,63,-10.6,37.89,25.63
2010-03-18 09:07:30,51,22.53,38.97,5.07
2010-03-18 09:07:30,50,21.8,38.47,5.07
2010-03-18 09:07:30,49,22,38.41,25.63
2010-03-18 09:07:30,48,21.76,38.35,11.4
2010-03-18 09:07:30,47,21.92,38.43,3.38
2010-03-18 09:07:30,46,22,38.44,5.07
2010-03-18 09:07:30,45,22.07,38.6,2.25
2010-03-18 09:07:30,44,21.94,38.37,11.4
2010-03-18 09:07:30,43,21.86,38.4,11.4
2010-03-18 09:07:30,42,21.75,38.35,17.09
2010-03-18 09:07:30,41,21.41,38.36,11.4
2010-03-18 09:07:30,40,21.74,38.35,2.25
2010-03-18 09:07:30,39,21.46,38.28,11.4
2010-03-18 09:07:30,38,21.49,38.32,5.07
2010-03-18 09:07:30,37,21.72,38.36,11.4
2010-03-18 09:07:30,36,21.45,38.28,5.07
2010-03-18 09:07:30,35,21.49,38.28,17.09
2010-03-18 09:07:30,34,21.55,38.42,2.25
2010-03-18 09:07:30,33,21.48,38.33,5.07
2010-03-18 09:07:30,8,12.08,40.32,7.6
2010-03-18 09:07:30,7,12.05,40.34,7.6
2010-03-18 09:07:30,6,26.41,40.62,11.4
2010-03-18 09:07:30,5,26.41,40.62,5.07
2010-03-18 09:07:30,4,19.1,40.78,11.4
2010-03-18 09:07:30,3,19.24,41.4,2.25
2010-03-18 09:07:30,2,19.24,41.72,11.4
2010-03-18 09:07:30,1,-4.49,48.57,2.25
2010-03-18 07:17:30,131,36.14,34.91,17.09
2010-03-18 07:17:30,130,36.32,34.92,17.09
2010-03-18 07:17:30,129,36.05,35.74,25.63
2010-03-18 07:17:30,128,35.89,35.83,11.4
2010-03-18 07:17:30,127,35.9,35.78,11.4
2010-03-18 07:17:30,126,-12.04,35.67,17.09
2010-03-18 07:17:30,125,25.84,36.5,7.6
2010-03-18 07:17:30,124,23.58,36.72,11.4
2010-03-18 07:17:30,123,23.02,36.53,11.4
2010-03-18 07:17:30,122,23.06,36.6,11.4
2010-03-18 07:17:30,121,23,36.28,25.63
2010-03-18 07:17:30,120,22.96,36.27,3.38
2010-03-18 07:17:30,119,22.89,36.39,5.07
2010-03-18 07:17:30,118,23.02,36.64,5.07
2010-03-18 07:17:30,117,22.88,36.34,11.4
2010-03-18 07:17:30,116,22.87,36.36,5.07
2010-03-18 07:17:30,115,22.67,36.27,3.38
2010-03-18 07:17:30,114,22.86,36.36,5.07
2010-03-18 07:17:30,113,22.7,36.24,11.4
2010-03-18 07:17:30,112,23.02,36.27,17.09
2010-03-18 07:17:30,111,22.66,36.3,7.6
2010-03-18 07:17:30,110,22.88,36.32,11.4
2010-03-18 07:17:30,109,22.04,36.21,17.09
2010-03-18 07:17:30,108,22.15,36.17,17.09
2010-03-18 07:17:30,107,22.2,36.28,5.07
2010-03-18 07:17:30,106,22.35,36.33,5.07
2010-03-18 07:17:30,105,22.06,36.27,7.6
2010-03-18 07:17:30,104,21.18,36.22,17.09
2010-03-18 07:17:30,103,21.65,36.38,11.4
2010-03-18 07:17:30,102,-10.46,36.75,17.09
2010-03-18 07:17:30,101,-10.51,36.74,25.63
2010-03-18 07:17:30,100,-10.51,36.75,7.6
2010-03-18 07:17:30,99,-10.65,36.58,11.4
2010-03-18 07:17:30,98,-10.58,36.71,11.4
2010-03-18 07:17:30,97,28.64,36.97,25.63
2010-03-18 07:17:30,96,26.73,36.99,11.4
2010-03-18 07:17:30,95,26.91,36.89,2.25
2010-03-18 07:17:30,94,26.84,37.02,11.4
2010-03-18 07:17:30,93,-9.5,37.33,11.4
2010-03-18 07:17:30,92,-10.52,36.77,25.63
2010-03-18 07:17:30,91,-11.04,37.12,17.09
2010-03-18 07:17:30,90,-10.53,36.98,5.07
2010-03-18 07:17:30,89,-11.04,37.13,11.4
2010-03-18 07:17:30,88,-11.16,37.21,11.4
2010-03-18 07:17:30,87,-11.17,37.44,25.63
2010-03-18 07:17:30,86,-11.45,37.3,11.4
2010-03-18 07:17:30,85,27.76,37.58,25.63
2010-03-18 07:17:30,84,27.94,37.71,25.63
2010-03-18 07:17:30,83,27.92,37.74,17.09
2010-03-18 07:17:30,82,28,37.72,25.63
2010-03-18 07:17:30,81,28.13,37.77,25.63
2010-03-18 07:17:30,80,27.61,37.75,7.6
2010-03-18 07:17:30,79,27.53,37.86,11.4
2010-03-18 07:17:30,78,27.59,37.87,11.4
2010-03-18 07:17:30,77,26.84,37.79,7.6
2010-03-18 07:17:30,74,21.97,38.49,11.4
2010-03-18 07:17:30,73,21.78,38.43,2.25
2010-03-18 07:17:30,72,21.89,38.36,2.25
2010-03-18 07:17:30,71,21.98,38.47,11.4
2010-03-18 07:17:30,70,21.94,38.38,5.07
2010-03-18 07:17:30,69,21.94,38.35,11.4
2010-03-18 07:17:30,68,21.92,38.37,2.25
2010-03-18 07:17:30,67,22.06,38.44,3.38
2010-03-18 07:17:30,66,21.08,38.66,5.07
2010-03-18 07:17:30,65,21.09,38.66,2.25
2010-03-18 07:17:30,64,21.52,38.84,3.38
2010-03-18 07:17:30,63,21.09,38.67,5.07
2010-03-18 07:17:30,62,21.14,38.63,17.09
2010-03-18 07:17:30,61,21.54,38.8,2.25
2010-03-18 07:17:30,60,21.57,38.84,11.4
2010-03-18 07:17:30,59,21.08,38.66,5.07
2010-03-18 07:17:30,58,21.13,38.68,5.07
2010-03-18 07:17:30,57,21.54,38.84,2.25
2010-03-18 07:17:30,56,21.07,38.67,3.38
2010-03-18 07:17:30,55,21.09,38.66,2.25
2010-03-18 07:17:30,54,21.08,38.65,2.25
2010-03-18 07:17:30,53,21.08,38.66,2.25
2010-03-18 07:17:30,52,21.53,38.84,11.4
2010-03-18 07:17:30,51,20.7,38.81,3.38
2010-03-18 07:17:30,50,20.4,38.66,5.07
2010-03-18 07:17:30,49,20.71,38.82,5.07
2010-03-18 07:17:30,48,20.15,38.48,11.4
2010-03-18 07:17:30,47,20.2,38.43,3.38
2010-03-18 07:17:30,46,20.22,38.43,11.4
2010-03-18 07:17:30,45,20.18,38.4,11.4
2010-03-18 07:17:30,44,20.16,38.42,11.4
2010-03-18 07:17:30,43,15.64,38.56,7.6
2010-03-18 07:17:30,42,27.92,39.54,5.07
2010-03-18 07:17:30,41,28.02,39.6,7.6
2010-03-18 07:17:30,40,27.97,39.54,3.38
2010-03-18 07:17:30,39,27.97,39.56,5.07
2010-03-18 07:17:30,38,27.94,39.47,5.07
2010-03-18 07:17:30,37,27.88,39.63,3.38
2010-03-18 07:17:30,36,28.18,39.45,25.63
2010-03-18 07:17:30,35,27.96,39.57,7.6
2010-03-18 07:17:30,34,27.96,39.55,5.07
2010-03-18 07:17:30,33,27.92,39.54,2.25
2010-03-18 07:17:30,32,27.9,39.54,5.07
2010-03-18 07:17:30,31,27.9,39.53,5.07
2010-03-18 07:17:30,30,27.94,39.53,5.07
2010-03-18 07:17:30,29,28.03,39.53,11.4
2010-03-18 07:17:30,28,27.96,39.56,3.38
2010-03-18 07:17:30,27,27.92,39.54,2.25
2010-03-18 07:17:30,26,28,39.53,11.4
2010-03-18 07:17:30,25,27.94,39.55,5.07
2010-03-18 07:17:30,24,27.89,39.51,2.25
2010-03-18 07:17:30,23,27.92,39.53,3.38
2010-03-18 07:17:30,22,27.99,39.58,11.4
2010-03-18 07:17:30,21,27.94,39.55,3.38
2010-03-18 07:17:30,20,27.51,39.34,5.07
2010-03-18 07:17:30,19,27.49,39.34,5.07
2010-03-18 07:17:30,18,27.7,39.44,2.25
2010-03-18 07:17:30,17,27.68,39.43,5.07
2010-03-18 07:17:30,16,27.56,39.37,3.38
2010-03-18 07:17:30,15,27.64,39.72,25.63
2010-03-18 07:17:30,14,27.71,39.44,5.07
2010-03-18 07:17:30,13,27.41,39.75,2.25
2010-03-18 07:17:30,12,27.52,39.35,5.07
2010-03-18 07:17:30,11,27.01,39.68,5.07
2010-03-18 07:17:30,10,27.01,39.68,3.38
2010-03-18 07:17:30,9,26.96,39.68,2.25
2010-03-18 07:17:30,8,15.2,39.53,1.5
2010-03-18 07:17:30,7,15.37,39.47,25.63
2010-03-18 07:17:30,6,27.41,39.79,3.38
2010-03-18 07:17:30,5,16.08,39.76,17.09
2010-03-18 07:17:30,4,27.22,40.67,5.07
2010-03-18 07:17:30,3,18.21,40.99,5.07
2010-03-18 07:17:30,1,18.67,42.24,11.4
2010-03-18 04:57:30,69,-10.85,35.27,17.09
2010-03-18 04:57:30,63,20.06,36.42,11.4
2010-03-18 04:57:30,62,20.03,36.47,17.09
2010-03-18 04:57:30,61,20.08,36.61,5.07
2010-03-18 04:57:30,60,20.15,36.52,7.6
2010-03-18 04:57:30,57,28.22,37.09,17.09
2010-03-18 04:57:30,56,27.22,37.01,7.6
2010-03-18 04:57:30,55,27.7,37.29,11.4
2010-03-18 04:57:30,54,27.26,37.13,25.63
2010-03-18 04:57:30,53,27.17,37.11,7.6
2010-03-18 04:57:30,52,-12.98,36.98,7.6
2010-03-18 04:57:30,51,-13.04,36.95,7.6
2010-03-18 04:57:30,50,-13.17,36.88,7.6
2010-03-18 04:57:30,49,-13.19,36.94,5.07
2010-03-18 04:57:30,48,-13.05,36.99,5.07
2010-03-18 04:57:30,47,-12.85,37.11,7.6
2010-03-18 04:57:30,46,-13.22,36.93,7.6
2010-03-18 04:57:30,45,-13.14,36.94,7.6
2010-03-18 04:57:30,44,-13.36,37.12,11.4
2010-03-18 04:57:30,43,-13.01,36.94,7.6
2010-03-18 04:57:30,42,-12.87,37.26,5.07
2010-03-18 04:57:30,41,-13.23,36.92,7.6
2010-03-18 04:57:30,40,-13.04,36.97,7.6
2010-03-18 04:57:30,39,-12.98,37.02,17.09
2010-03-18 04:57:30,38,-13.19,37,7.6
2010-03-18 04:57:30,37,-13.02,36.97,11.4
2010-03-18 04:57:30,36,-13.02,37,7.6
2010-03-18 04:57:30,35,-13.96,36.94,7.6
2010-03-18 04:57:30,34,-14.08,37.3,38.45
2010-03-18 04:57:30,33,28.29,37.9,17.09
2010-03-18 04:57:30,32,28.15,37.99,7.6
2010-03-18 04:57:30,31,28.23,37.91,25.63
2010-03-18 04:57:30,30,28.2,37.92,11.4
2010-03-18 04:57:30,29,28.15,37.98,5.07
2010-03-18 04:57:30,28,28.24,37.91,25.63
2010-03-18 04:57:30,27,28.15,38,5.07
2010-03-18 04:57:30,26,28.18,38,5.07
2010-03-18 04:57:30,25,28.15,37.99,5.07
2010-03-18 04:57:30,24,28.22,37.93,17.09
2010-03-18 04:57:30,23,28.17,38,5.07
2010-03-18 04:57:30,22,22.57,38.92,5.07
2010-03-18 04:57:30,21,22.52,38.91,11.4
2010-03-18 04:57:30,20,22.52,38.91,11.4
2010-03-18 04:57:30,19,21.76,38.72,5.07
2010-03-18 04:57:30,18,21.96,38.45,11.4
2010-03-18 04:57:30,17,21.99,38.46,7.6
2010-03-18 04:57:30,16,22.04,38.47,25.63
2010-03-18 04:57:30,15,22.48,38.9,11.4
2010-03-18 04:57:30,14,21.72,38.71,7.6
2010-03-18 04:57:30,13,26.87,39.65,7.6
2010-03-18 04:57:30,12,26.92,39.45,17.09
2010-03-18 04:57:30,11,26.62,39.64,2.25
2010-03-18 04:57:30,10,26.58,39.62,5.07
2010-03-18 04:57:30,8,26.29,39.96,17.09
2010-03-18 04:57:30,7,14.11,40.27,2.25
2010-03-18 04:57:30,6,27.09,41.12,3.38
2010-03-18 04:57:30,5,26.59,40.84,11.4
2010-03-18 04:57:30,4,26.97,40.99,2.25
2010-03-18 04:57:30,3,26.93,41.04,7.6
2010-03-18 04:57:30,1,26.11,48.18,7.6
2010-03-17 23:32:30,58,34.81,31.72,57.67
2010-03-17 23:32:30,50,36.45,32.72,38.45
2010-03-17 23:32:30,49,35.64,32.42,57.67
2010-03-17 23:32:30,48,35.48,32.52,38.45
2010-03-17 23:32:30,47,35.02,32.34,57.67
2010-03-17 23:32:30,38,35.9,33.68,38.45
2010-03-17 23:32:30,37,35.99,33.62,25.63
2010-03-17 23:32:30,30,36.85,34.7,38.45
2010-03-17 23:32:30,29,36.91,34.57,25.63
2010-03-17 23:32:30,28,36.58,34.58,25.63
2010-03-17 23:32:30,27,36.59,34.58,25.63
2010-03-17 23:32:30,26,34.71,35.73,7.6
2010-03-17 23:32:30,25,34.78,35.72,11.4
2010-03-17 23:32:30,24,44.42,36.65,38.45
2010-03-17 23:32:30,23,44.38,36.66,57.67
2010-03-17 23:32:30,22,44.28,36.71,38.45
2010-03-17 23:32:30,21,44.22,36.75,38.45
2010-03-17 23:32:30,20,44.23,36.74,38.45
2010-03-17 23:32:30,19,44.18,36.73,38.45
2010-03-17 23:32:30,18,14.99,36.6,1.5
2010-03-17 23:32:30,16,44.31,36.77,57.67
2010-03-17 23:32:30,15,44.05,36.8,25.63
2010-03-17 23:32:30,14,44.09,36.82,38.45
2010-03-17 23:32:30,13,44.14,36.85,38.45
2010-03-17 23:32:30,12,14.32,37.44,11.4
2010-03-17 23:32:30,10,22.55,38.48,2.25
2010-03-17 23:32:30,9,22.36,38.49,3.38
2010-03-17 23:32:30,8,22,38.41,1.5
2010-03-17 23:32:30,7,20.39,39.61,7.6
2010-03-17 23:32:30,6,20.14,39.44,25.63
2010-03-17 23:32:30,5,19.86,39.57,3.38
2010-03-17 23:32:30,4,19.96,39.6,3.38
2010-03-17 23:32:30,3,19.96,39.6,3.38
2010-03-17 23:32:30,2,19.99,39.59,3.38
2010-03-17 20:12:30,20,35.13,32.88,38.45
2010-03-17 20:12:30,19,35,32.99,38.45
2010-03-17 20:12:30,18,37.18,33.67,38.45
2010-03-17 20:12:30,17,35.3,33.18,38.45
2010-03-17 20:12:30,15,36.35,34.49,25.63
2010-03-17 20:12:30,14,36.46,34.46,38.45
2010-03-17 20:12:30,13,36.38,34.48,38.45
2010-03-17 20:12:30,12,36.47,34.46,38.45
2010-03-17 20:12:30,11,34.91,33.98,25.63
2010-03-17 20:12:30,10,36.28,34.55,38.45
2010-03-17 20:12:30,9,36.35,34.51,25.63
2010-03-17 20:12:30,8,36.27,34.55,25.63
2010-03-17 20:12:30,7,33.41,35.19,25.63
2010-03-17 20:12:30,6,32.51,35.71,11.4
2010-03-17 20:12:30,5,32.52,35.7,5.07
2010-03-17 20:12:30,4,32.55,35.72,5.07
2010-03-17 20:12:30,3,43.21,36.82,38.45
2010-03-17 20:12:30,2,22.35,36.94,5.07
2010-03-17 20:12:30,1,9.18,37.73,11.4
2010-03-17 19:37:30,14,33.06,32.76,11.4
2010-03-17 19:37:30,11,36,33.84,38.45
2010-03-17 19:37:30,10,33.18,35.28,25.63
2010-03-17 19:37:30,9,32.93,35.39,25.63
2010-03-17 19:37:30,8,32.91,35.4,38.45
2010-03-17 19:37:30,6,43.68,36.35,11.4
2010-03-17 19:37:30,5,29.15,36.13,25.63
2010-03-17 19:37:30,3,21.96,37.51,17.09
2010-03-17 19:37:30,2,10.06,38.01,5.07
2010-03-17 19:37:30,1,21.75,38.42,7.6
2010-03-17 17:12:30,33,36.9,31.39,25.63
2010-03-17 17:12:30,32,37.09,31.38,25.63
2010-03-17 17:12:30,30,36.28,32.9,57.67
2010-03-17 17:12:30,29,35.67,33.46,38.45
2010-03-17 17:12:30,28,35.78,33.36,38.45
2010-03-17 17:12:30,26,36.35,34.5,38.45
2010-03-17 17:12:30,25,36.37,34.59,25.63
2010-03-17 17:12:30,24,36.31,34.65,25.63
2010-03-17 17:12:30,23,36.36,34.63,38.45
2010-03-17 17:12:30,22,36.32,34.52,25.63
2010-03-17 17:12:30,19,36.18,35.56,38.45
2010-03-17 17:12:30,18,36.22,35.55,11.4
2010-03-17 17:12:30,17,34.68,35.29,25.63
2010-03-17 17:12:30,16,43.49,36.47,57.67
2010-03-17 17:12:30,15,28.12,36.54,5.07
2010-03-17 17:12:30,14,28.35,36.53,25.63
2010-03-17 17:12:30,13,28.19,36.62,11.4
2010-03-17 17:12:30,12,28.18,36.63,5.07
2010-03-17 17:12:30,11,28.1,36.53,5.07
2010-03-17 17:12:30,10,28.09,36.54,2.25
2010-03-17 17:12:30,9,28.11,36.53,3.38
2010-03-17 17:12:30,8,28.34,36.42,38.45
2010-03-17 17:12:30,7,28.09,36.53,5.07
2010-03-17 17:12:30,6,28.11,36.58,11.4
2010-03-17 17:12:30,5,28.22,36.53,38.45
2010-03-17 17:12:30,4,27.98,36.45,3.38
2010-03-17 17:12:30,3,28.12,36.54,3.38
2010-03-17 17:12:30,1,-11.47,53.25,7.6
2010-03-17 15:42:30,59,42.71,31.99,38.45
2010-03-17 15:42:30,58,35.22,32.14,25.63
2010-03-17 15:42:30,57,35.02,32.82,38.45
2010-03-17 15:42:30,56,35.03,32.85,38.45
2010-03-17 15:42:30,55,35.08,32.8,25.63
2010-03-17 15:42:30,54,35.11,32.78,25.63
2010-03-17 15:42:30,52,41.57,33.32,25.63
2010-03-17 15:42:30,47,36.03,34.61,17.09
2010-03-17 15:42:30,46,36.02,34.56,11.4
2010-03-17 15:42:30,45,36.01,34.62,17.09
2010-03-17 15:42:30,44,36.18,34.53,38.45
2010-03-17 15:42:30,43,36.06,34.58,17.09
2010-03-17 15:42:30,42,36.01,34.61,38.45
2010-03-17 15:42:30,41,36.14,34.53,38.45
2010-03-17 15:42:30,40,36.12,34.56,38.45
2010-03-17 15:42:30,39,36.11,34.56,38.45
2010-03-17 15:42:30,38,36.05,34.6,17.09
2010-03-17 15:42:30,37,36.02,34.59,17.09
2010-03-17 15:42:30,36,36.12,34.56,38.45
2010-03-17 15:42:30,35,36.05,34.52,38.45
2010-03-17 15:42:30,34,36.09,34.58,57.67
2010-03-17 15:42:30,33,36.04,34.61,38.45
2010-03-17 15:42:30,32,35.92,34.57,17.09
2010-03-17 15:42:30,31,35.95,34.6,17.09
2010-03-17 15:42:30,30,36,34.61,25.63
2010-03-17 15:42:30,29,35.98,34.58,17.09
2010-03-17 15:42:30,28,35.91,34.6,17.09
2010-03-17 15:42:30,27,35.99,34.62,17.09
2010-03-17 15:42:30,26,35.95,34.58,25.63
2010-03-17 15:42:30,25,35.97,34.63,17.09
2010-03-17 15:42:30,24,35.9,34.57,25.63
2010-03-17 15:42:30,23,35.91,34.58,17.09
2010-03-17 15:42:30,22,35.97,34.63,25.63
2010-03-17 15:42:30,21,35.91,34.6,38.45
2010-03-17 15:42:30,19,36.26,35.5,38.45
2010-03-17 15:42:30,18,36.33,35.36,57.67
2010-03-17 15:42:30,15,44.9,36.08,25.63
2010-03-17 15:42:30,13,27.81,36.95,3.38
2010-03-17 15:42:30,12,27.95,36.85,25.63
2010-03-17 15:42:30,11,27.99,36.84,25.63
2010-03-17 15:42:30,10,27.81,36.92,3.38
2010-03-17 15:42:30,9,16.16,38.52,5.07
2010-03-17 15:42:30,8,16.12,38.54,3.38
2010-03-17 15:42:30,2,17.61,42.95,3.38
2010-03-17 14:07:30,43,35.27,32.17,57.67
2010-03-17 14:07:30,42,34.95,32.14,57.67
2010-03-17 14:07:30,41,35.03,32.15,38.45
2010-03-17 14:07:30,23,28.13,36.19,25.63
2010-03-17 14:07:30,22,27.94,36.31,11.4
2010-03-17 14:07:30,21,27.89,36.34,5.07
2010-03-17 14:07:30,19,27.08,37.05,11.4
2010-03-17 14:07:30,17,16.59,38.71,11.4
2010-03-17 14:07:30,16,16.51,38.64,17.09
2010-03-17 14:07:30,15,16.57,38.72,5.07
2010-03-17 14:07:30,14,16.57,38.71,11.4
2010-03-17 14:07:30,13,16.48,38.7,17.09
2010-03-17 14:07:30,12,16.18,38.78,11.4
2010-03-17 14:07:30,11,16.46,38.7,11.4
2010-03-17 14:07:30,10,16.47,38.72,11.4
2010-03-17 10:42:30,35,33.38,32.47,17.09
2010-03-17 10:42:30,34,33.4,32.43,17.09
2010-03-17 10:42:30,30,36.32,33.3,57.67
2010-03-17 10:42:30,29,35.07,33.52,38.45
2010-03-17 10:42:30,28,35.03,33.6,38.45
2010-03-17 10:42:30,27,35.01,33.58,38.45
2010-03-17 10:42:30,26,35.09,33.74,25.63
2010-03-17 10:42:30,25,34.84,33.75,38.45
2010-03-17 10:42:30,24,35.27,34.02,38.45
2010-03-17 10:42:30,23,35.37,34,25.63
2010-03-17 10:42:30,22,35.38,33.95,57.67
2010-03-17 10:42:30,21,35.34,33.94,38.45
2010-03-17 10:42:30,20,35.39,33.93,25.63
2010-03-17 10:42:30,19,35.02,33.8,38.45
2010-03-17 10:42:30,17,36.02,35.13,38.45
2010-03-17 10:42:30,16,32.91,35.2,3.38
2010-03-17 10:42:30,15,32.91,35.18,3.38
2010-03-17 10:42:30,8,36.21,35.47,11.4
2010-03-17 10:42:30,7,8.9,38.08,3.38
2010-03-17 10:42:30,6,26.37,38.99,2.25
2010-03-17 08:52:30,48,32.81,32.39,11.4
2010-03-17 08:52:30,38,34.3,34.01,25.63
2010-03-17 08:52:30,32,34.48,34.69,17.09
2010-03-17 08:52:30,26,36.08,35.26,57.67
2010-03-17 08:52:30,25,35.42,35.35,17.09
2010-03-17 08:52:30,24,35.75,35.41,11.4
2010-03-17 08:52:30,23,35.26,35.38,11.4
2010-03-17 08:52:30,22,26.16,38.94,25.63
2010-03-17 08:52:30,21,25.66,39.69,25.63
2010-03-17 08:52:30,20,25.91,39.04,5.07
2010-03-17 08:52:30,19,25.81,39.16,3.38
2010-03-17 08:52:30,18,25.49,39.74,11.4
2010-03-17 08:52:30,17,25.45,39.72,11.4
2010-03-17 08:52:30,16,25.29,40.4,11.4
2010-03-17 08:52:30,15,25.36,39.84,5.07
2010-03-17 08:52:30,14,25.44,39.8,5.07
2010-03-17 08:52:30,13,25.06,40.36,11.4
2010-03-17 08:52:30,12,25.28,39.85,11.4
2010-03-17 08:52:30,11,25.43,39.79,3.38
2010-03-17 08:52:30,10,25.4,39.8,2.25
2010-03-17 08:52:30,9,25.49,39.76,11.4
2010-03-17 08:52:30,8,25.14,40.42,11.4
2010-03-17 08:52:30,7,25.44,39.81,5.07
2010-03-17 08:52:30,3,4.52,53.67,5.07
2010-03-17 08:52:30,2,4.37,53.62,3.38
2010-03-17 08:52:30,1,4.23,53.54,2.25
2010-03-17 08:47:30,59,32.98,32.23,38.45
2010-03-17 08:47:30,34,34.34,33.99,38.45
2010-03-17 08:47:30,33,33.79,33.78,38.45
2010-03-17 08:47:30,22,36.04,35.25,38.45
2010-03-17 08:47:30,21,36.15,35.1,57.67
2010-03-17 08:47:30,20,36.13,35.18,38.45
2010-03-17 08:47:30,18,35.83,35.41,17.09
2010-03-17 08:47:30,17,35.86,35.27,17.09
2010-03-17 08:47:30,16,8.57,37.95,7.6
2010-03-17 08:47:30,14,25.59,39.7,38.45
2010-03-17 08:47:30,13,25.88,39.03,5.07
2010-03-17 08:47:30,12,25.42,39.75,11.4
2010-03-17 08:47:30,11,25.61,39.76,25.63
2010-03-17 08:47:30,10,25.59,39.77,25.63
2010-03-17 08:47:30,9,25.24,40.31,11.4
2010-03-17 08:47:30,8,25.46,39.85,11.4
2010-03-17 08:47:30,7,25.25,40.34,11.4
2010-03-17 08:47:30,6,25.3,39.84,2.25
2010-03-17 08:47:30,5,25.47,39.77,11.4
2010-03-17 08:47:30,2,4.58,53.69,1.5
2010-03-17 08:47:30,1,4.31,53.62,3.38
2010-03-17 08:27:30,39,33.47,33.9,17.09
2010-03-17 08:27:30,38,33.56,33.92,25.63
2010-03-17 08:27:30,37,33.72,33.8,57.67
2010-03-17 08:27:30,25,8.26,38.01,2.25
2010-03-17 08:27:30,24,8.12,38.03,3.38
2010-03-17 08:27:30,23,8.23,38.19,2.25
2010-03-17 08:27:30,22,8.25,38.02,3.38
2010-03-17 08:27:30,21,16.43,38.84,3.38
2010-03-17 08:27:30,20,16.41,38.83,3.38
2010-03-17 08:27:30,19,16.48,38.82,5.07
2010-03-17 08:27:30,18,16.41,38.85,11.4
2010-03-17 08:27:30,8,25.77,39.19,11.4
2010-03-17 08:27:30,6,25.54,39.82,38.45
2010-03-17 08:27:30,5,25.21,39.85,11.4
2010-03-17 08:27:30,4,25.3,39.83,11.4
2010-03-17 08:27:30,3,25.14,39.92,11.4
2010-03-17 08:27:30,2,25.17,39.9,11.4
2010-03-17 08:27:30,1,25.34,40.03,11.4
2010-03-17 07:12:30,75,32.66,32.54,25.63
2010-03-17 07:12:30,74,32.89,32.32,25.63
2010-03-17 07:12:30,36,33.65,33.91,25.63
2010-03-17 07:12:30,22,33.19,35.02,25.63
2010-03-17 07:12:30,21,35.93,35.99,11.4
2010-03-17 07:12:30,20,36.05,36.07,11.4
2010-03-17 07:12:30,19,36.04,36.07,11.4
2010-03-17 07:12:30,18,36.03,36.08,11.4
2010-03-17 07:12:30,17,36.04,36.07,11.4
2010-03-17 07:12:30,14,25.38,39.27,3.38
2010-03-17 07:12:30,13,24.79,39.88,11.4
2010-03-17 07:12:30,12,24.94,40.02,7.6
2010-03-17 07:12:30,11,24.78,39.89,5.07
2010-03-17 07:12:30,10,24.79,39.88,5.07
2010-03-17 07:12:30,9,24.88,40.06,11.4
2010-03-17 07:12:30,8,24.96,39.85,7.6
2010-03-17 07:12:30,7,24.83,39.93,17.09
2010-03-17 07:12:30,6,24.78,39.92,17.09
2010-03-17 07:12:30,5,24.73,39.9,11.4
2010-03-17 07:12:30,4,24.75,39.88,2.25
2010-03-17 01:22:30,59,35.72,31.96,57.67
2010-03-17 01:22:30,58,30.51,32.69,57.67
2010-03-17 01:22:30,57,30.52,32.7,57.67
2010-03-17 01:22:30,55,44.62,33.58,38.45
2010-03-17 01:22:30,54,35.29,33.57,25.63
2010-03-17 01:22:30,53,35.84,33.74,38.45
2010-03-17 01:22:30,52,35.49,33.72,38.45
2010-03-17 01:22:30,51,35.66,33.51,25.63
2010-03-17 01:22:30,50,35.9,33.71,57.67
2010-03-17 01:22:30,49,35.83,33.74,25.63
2010-03-17 01:22:30,48,34.36,33.12,38.45
2010-03-17 01:22:30,47,33.09,33.75,38.45
2010-03-17 01:22:30,46,30.57,33.62,25.63
2010-03-17 01:22:30,45,30.32,33.18,17.09
2010-03-17 01:22:30,44,30.62,33.58,25.63
2010-03-17 01:22:30,43,30.66,33.58,38.45
2010-03-17 01:22:30,42,30.53,33.68,25.63
2010-03-17 01:22:30,41,30.69,33.46,38.45
2010-03-17 01:22:30,40,30.74,33.54,25.63
2010-03-17 01:22:30,39,30.51,33.65,25.63
2010-03-17 01:22:30,38,30.69,33.57,38.45
2010-03-17 01:22:30,37,30.58,33.57,25.63
2010-03-17 01:22:30,36,30.59,33.63,25.63
2010-03-17 01:22:30,35,30.6,33.58,38.45
2010-03-17 01:22:30,34,29.05,33.35,17.09
2010-03-17 01:22:30,30,35.32,33.82,38.45
2010-03-17 01:22:30,29,35.2,33.87,38.45
2010-03-17 01:22:30,28,34.76,33.9,25.63
2010-03-17 01:22:30,27,34.68,33.88,57.67
2010-03-17 01:22:30,26,34.73,33.89,38.45
2010-03-17 01:22:30,25,34.72,33.88,38.45
2010-03-17 01:22:30,24,35.23,33.84,17.09
2010-03-17 01:22:30,23,33.64,33.95,38.45
2010-03-17 01:22:30,22,33.45,34.04,38.45
2010-03-17 01:22:30,21,33.23,33.91,25.63
2010-03-17 01:22:30,20,33.36,34.03,25.63
2010-03-17 01:22:30,19,33.68,33.92,38.45
2010-03-17 01:22:30,18,33.52,34.01,38.45
2010-03-17 01:22:30,17,32.97,33.78,38.45
2010-03-17 01:22:30,16,30.78,33.9,25.63
2010-03-17 01:22:30,15,31.28,34.07,25.63
2010-03-17 01:22:30,14,31.39,34.02,57.67
2010-03-17 01:22:30,13,30.68,33.97,25.63
2010-03-17 01:22:30,12,30.66,33.96,25.63
